Drug,tdc-lipophilicity_astrazeneca,tdc-solubility_aqsoldb,tdc-hydrationfreeenergy_freesolv,tdc-caco2_wang,tdc-vdss_lombardo,tdc-b3db_regression,tdc-ppbr_az,tdc-half_life_obach,tdc-clearance_hepatocyte_az,tdc-clearance_microsome_az
COc1cc2ncnc(N3CC[C@@H](Oc4cnc5ccccc5n4)C3)c2cc1OC,4.04,,,,,,,,,
COc1cc2ncnc(NCc3cccc(C)c3)c2cc1OC,3.5,,,,,,,,,
COc1cc2ncnc(NCc3ccccc3)c2cc1OC,3.29,,,,,,,,,
COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OCCCN1CCOCC1,3.4,,,,,,,,,
COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N(C)C)c4)ccc3Cl)c2cc1OC,4.26,,,,,,,,,
COc1cc2ncnc(Nc3cc(NC(=O)c4cccc(N5CCOCC5)c4)ccc3C)c2cc1OC,3.6,,,,,,,,,
COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN(C(C)C)C(C)C,3.5,,,,,,,,,
COc1cc2ncnc(Nc3cc(NC(=O)c4ccnc(N5CCOCC5)c4)ccc3C)c2cc1OCCN1CCCC1,2.7,,,,,,,,,
COc1cc2ncnc(Nc3ccc(Cl)c(O)c3)c2cc1OC,3.3,,,,,,,,,
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC,3.67,,,,,,,,,
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCCC1,3.13,,,,,,,,,
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCCCC1,3.3,,,,,,,,,
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN(C)C,3.26,,,,,,,,,
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CCCC1,3.28,,,,,,,,,
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCN1CCN(C)CC1,3.3,,,,,,,,,
COc1cc2ncnc(Nc3ccc(F)cc3)c2cc1OC,3.1,,,,,,,,,
COc1cc2ncnc(Nc3ccc(OCc4ccccn4)c(C)c3)c2cc1OC,3.6,,,,,,,,,15.0
COc1cc2ncnc(Nc3cccc(C)c3)c2cc1OC,3.5,,,,,,,,,
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@@H](C)C(N)=O,3.42,,,,,,,,,
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN(C)[C@H](C)C(N)=O,3.44,,,,,,,,,
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@@H]1C(N)=O,3.58,,,,,,,,,
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@H]1C(N)=O,3.58,,,,,,,,,
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1CCC[C@H]1CC(N)=O,2.64,,,,,,,,,
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1CN1C[C@H](OC)C[C@@H]1C(N)=O,3.09,,,,,,,,,
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(C)CC1,2.72,,,,,,,,,
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(CC(N)=O)CC1,3.1,,,,,,,,,
COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC1CCN(S(C)(=O)=O)CC1,2.82,,,,,,,,,
COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,2.6,,,,,,,,,
COc1cc2ncnc(Nc3ccccc3)c2cc1OC,3.04,,,,,,,,,
COc1cc2ncnc(Nc3ccncc3)c2cc1OC,2.22,,,,,,,,,
COc1cc2ncnc(Oc3cnn(CC(=O)Nc4ccc(N(C)C)cn4)c3)c2cc1OC,2.36,,,,,,,,,
COc1cc2nnc(C(N)=O)c(Nc3cc(C)ccc3F)c2cc1N1CCN(C)CC1,2.57,,,,,,92.95,,,
COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(C)CC1,2.36,,,,,,93.67,,,
COc1cc2nnc(C(N)=O)c(Nc3cccc(Cl)c3F)c2cc1N1CCN(C)CC1,2.35,,,,,,92.16,,,
COc1ccc(-c2c(C)c3ccc(OC)cc3oc2=O)cc1,3.31,,,,,,,,,
COc1ccc(-c2cc(=O)c3ccccc3[nH]2)cc1,2.71,,,,,,,,,
COc1ccc(-c2cc(C(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1F,2.8,,,,,,,,,
COc1ccc(-c2cc(NC(=O)Cc3ccc4ccccc4c3)[nH]n2)cc1OC,3.1,,,,,,,,,
COc1ccc(-c2cc(O)c3cc(Cl)ccc3n2)cc1,2.7,,,,,,,,,
COc1ccc(-c2cc(O)nc(N)n2)cc1,1.52,,,,,,,,,
COc1ccc(-c2cc3c(N[C@H]4CCCNC4)ncc(C(N)=O)c3s2)cc1,1.82,,,,,,,,,
COc1ccc(-c2ccc3c(N4CCOCC4)nc(N4C[C@H](C)O[C@H](C)C4)nc3n2)cc1CNCCO,1.31,,,,,,,,,
COc1ccc(-c2ccc3c(N4CCOCC4)nc(N4C[C@H](C)O[C@H](C)C4)nc3n2)cc1CO,3.25,,,,,,,,,
COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(-n4ccnc4)nc3n2)cc1CO,2.6,,,,,,,,,
COc1ccc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)cc1C(N)=O,2.82,,,,,,,,,
COc1ccc(-c2ccc3nc(N)sc3c2)cn1,3.2,,,,,,96.17,,,7.76
COc1ccc(-c2cccc3c(N)c4c(nc23)CN(C2CCC2)C4=O)c(C)n1,3.92,,,,,,,,,
COc1ccc(-c2ccccc2)cc1N1CC(=O)NS1(=O)=O,-1.01,,,,,,,,,
COc1ccc(-c2ccnc(N)n2)cc1,2.08,,,,,,,,,41.0
COc1ccc(-c2cncc(CNC3CCCC3)n2)c(OC)c1,2.14,,,,,,,,,
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,3.5,,,,,,,,,
COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1OC,2.8,,,,,,,,,
COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,3.05,,,,,,,,,
COc1ccc(-c2csc(N(CCCN3CCOCC3)C(=O)c3ccco3)n2)cc1,3.34,,,,,,,,,
COc1ccc(-c2nc(N)s[n+]2-c2ccccc2)cc1,2.19,,,,,,,,,19.0
COc1ccc(-c2nc(N3CCOCC3)nc(O)c2C#N)cc1,0.2,,,,,,93.53,,,
COc1ccc(-c2nc3c(NCC4CCNCC4)c(Br)cnc3[nH]2)cc1,1.36,,,,,,,,,
COc1ccc(-c2nc3c(NCCCNC(=O)C4CCCC4)c(C(N)=O)cnc3[nH]2)cc1,3.13,,,,,,,,,
COc1ccc(-c2nc3c(NCCCNC(=O)c4ccccc4)c(Br)cnc3[nH]2)cc1,0.25,,,,,,,,,
COc1ccc(-c2nc3c(NCCCNC(C)=O)c(Br)cnc3[nH]2)cc1,3.28,,,,,,97.38,,,
COc1ccc(-n2cnc3cc(NS(=O)(=O)c4ccccc4)ccc32)cc1,3.7,,,,,,,,,
COc1ccc(-n2sc3ccccc3c2=O)cc1,3.02,,,,,,,,,
COc1ccc(/C=C2/CCc3ccccc3C2=O)cc1CN1CCOCC1,3.8,,,,,,,,,
COc1ccc(/C=C2\SC(=S)NC2=O)cc1OC,1.42,,,,,,,,,
COc1ccc(C(=O)C2CCN(C(=O)c3ccc(F)cc3)CC2)cc1,2.92,,,,,,,,,
COc1ccc(C(=O)C2CCN(C(=O)c3ccco3)CC2)cc1,2.42,,,,,,,,,
COc1ccc(C(=O)CS(=O)(=O)c2ccccc2)cc1,1.96,,,,,,,,,
COc1ccc(C(=O)N2CCC(C(=O)c3ccc(F)cc3)CC2)cc1,2.92,,,,,,,,,
COc1ccc(C(=O)N2CCCC2=O)cc1,0.93,,,,,,,,,
COc1ccc(C(=O)NCCN2CCN(Cc3ccc(Cl)c(Cl)c3)CC2)cc1Cl,3.74,,,,,,,,,
COc1ccc(C(=O)Nc2c(Cl)cncc2Cl)c2cccnc12,2.09,,,,,,,,,
COc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2Br)cc1OC,3.49,,,,,,,,,
COc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc1,3.17,,,,,,,,,
COc1ccc(C(=O)Nc2cc(NC(=O)c3cccc(N(C)C)c3)ccc2C)cc1OC,3.12,,,,,,,,,
COc1ccc(C(=O)Nc2cccc(NC(=O)c3ccc(OC)c(OC)c3)n2)cc1OC,3.5,,,,,,,,,
COc1ccc(C(C)NC(=O)C2(N)CCN(c3ncnc4[nH]ccc34)CC2)cc1OC,1.8,,,,,,,,,
COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,0.99,0.2567187446,,,,,,5.0,,
COc1ccc(C(CNC(=O)Nc2ccccc2)N2CCN(C)CC2)cc1,1.5,,,,,,,,,
COc1ccc(C)c(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)c1,3.18,,,,,,,,,
COc1ccc(C)c(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1,3.96,,,,,,,,,150.0
COc1ccc(C=C2SC(=O)NC2=O)cc1OC,1.17,,,,,,,,,
COc1ccc(C=NN=Cc2ccc(OC)c(OC)c2)cc1OC,3.38,,,,,,,,,19.0
COc1ccc(CC(=O)NC(N/C(=N/C#N)Nc2ccccc2C)C(C)(C)C)cc1OC,2.48,,,,,,,,26.0,150.0
COc1ccc(CC(=O)Nc2nc3ccccc3[nH]2)cc1,2.9,,,,,,96.26,,12.88,11.22
COc1ccc(CC(C)(C)NC[C@H](O)c2cc(O)cc3c2OCC(=O)N3)cc1,0.79,,,,,,59.11,,14.0,14.0
COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,2.61,,,-4.579999900000002,,,89.27,2.8,104.71,127.7
COc1ccc(CCN2CN=C(SCc3ccc(Cl)cc3)NC2)cc1OC,2.41,,,,,,,,,
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,1.39,,,-4.6599998,,,,,,
COc1ccc(CN2C(=O)CCC2(C)C(=O)NC2CCCCC2)c(OC)c1,2.38,,,,,,,,,
COc1ccc(CN2CCc3c([nH]c4ccccc34)C2)cc1OC,3.1,,,,,,,,,
COc1ccc(CNC(=O)CSc2nc3cccnc3s2)cc1,2.5,,,,,,,,150.0,
COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,2.9,,,,,,99.68,,91.0,56.0
COc1ccc(CNC(=O)c2sc3nc(C)cc(C)c3c2N)cc1,3.85,,,,,,,,,
COc1ccc(CNCc2ccc(-c3cc(C(N)=O)c(NC(N)=O)s3)cc2)cc1,2.55,,,,,,,,,
COc1ccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)cc1,0.86,,,,,,,,13.0,62.0
COc1ccc(COC(=O)N2CCC(CNc3ncccn3)CC2)cc1,3.14,,,,,,,,,
COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,2.27,,,,,,,,,
COc1ccc(COc2nc(Br)cnc2NS(=O)(=O)c2ccc(C)cc2)cc1OCCN(C)C,1.68,,,,,,,,31.0,7.0
COc1ccc(Cc2c(N)n[nH]c2N)cc1,0.2,,,,,,,,3.63,5.37
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,2.81,-3.87,,,,,,,,
COc1ccc(Cl)c(C(=O)NCC23CC4CC(CC(C4)C2)C3)c1,4.39,,,,,,,,,
COc1ccc(Cl)c(Nc2ncnc3cc(OC)cc(OC4CCN(C)CC4)c23)c1,3.6,,,,,,,,,
COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,2.23,,,,,,99.88,,14.45,22.0
COc1ccc(Cl)cc1NC(=O)Nc1cnccn1,3.63,,,,,,,,,
COc1ccc(Cn2c(=O)[nH]c3c(=O)n(CC(=O)NC(C(=O)C(F)(F)F)C(C)C)c(-c4ccccc4)cc3c2=O)cc1,2.93,,,,,,,,,
COc1ccc(Cn2cc3c(=O)n(C)c(=O)n(CC(C)C)c3c2)cc1,3.52,,,,,,,,,
COc1ccc(F)c(F)c1C(=O)c1cnc(NC2CCN(S(C)(=O)=O)CC2)nc1N,2.08,,,,,,,,,
COc1ccc(N(C(=O)c2ccccc2)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1,3.86,,,,,,99.67,,150.0,150.0
COc1ccc(N(C(=O)c2ccccc2)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,2.55,,,,,,,,150.0,104.0
COc1ccc(N(C(=O)c2ccco2)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1,3.09,,,,,,,,150.0,150.0
COc1ccc(N(C(=O)c2ccoc2Cl)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,2.36,,,,,,,,33.0,48.0
COc1ccc(N(C(=O)c2occc2C)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,2.04,,,,,,,,87.0,126.0
COc1ccc(N(C(=O)c2occc2CO)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,1.37,,,,,,,,8.0,
COc1ccc(N(C(=O)c2occc2Cl)C(C(=O)NC[C@@H](C)O)c2ccccc2F)c(OC)c1,2.18,,,,,,,,59.0,145.0
COc1ccc(N(C(C)=O)C(C(=O)NC2CCCC2)c2ccccc2F)c(OC)c1,2.81,,,,,,,,150.0,150.0
COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)cc1,1.74,,,,,,,,,
COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)CC2)cc1OC,1.4,,,,,,,,,
COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)[C@H](C)C2)cc1OC,1.85,,,,,,,,3.0,
COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NC3(C#N)CC3)[C@H](C)C2)nc1OC,2.3,,,,,,,,,
COc1ccc(N2CCN(C(=O)[C@@H]3CCCC[C@H]3C(=O)NCC#N)CC2)cc1,1.6,,,,,,,,,
COc1ccc(NC(=O)CCc2c(C)nc3nc(C)nn3c2C)cc1,1.4,,,,,,82.39,,,3.98
COc1ccc(NC(=O)CSc2nnc(C)n2-c2ccc(C)cc2)cc1,2.94,,,,,,,,,
COc1ccc(NC(=O)c2ccnc(N)n2)cc1,1.72,,,,,,71.05,,,
COc1ccc(NC(=O)c2nnc(Nc3ccccc3F)o2)cn1,3.2,,,,,,,,,
COc1ccc(Nc2cc(Nc3ccc(OCC(O)CN(C)C)cc3)ncn2)cc1,1.5,,,,,,,,,
COc1ccc(Nc2cc(Oc3cc(C)c(C)nc3-c3ccccn3)ccn2)cc1,3.51,,,,,,,,,
COc1ccc(Nc2ccccc2C(=O)O)cc1,1.2,,,,,,,,,
COc1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1,3.43,,,,,,,,,
COc1ccc(OC(F)(F)F)cc1CN[C@H]1CCCN[C@H]1c1ccccc1,2.9,,,,,,,,,
COc1ccc(OC)c(-c2c(F)ccc3c(N)c(C(=O)NC(C)C)nnc23)c1,3.77,,,,,,,,,
COc1ccc(OC)c(-c2c(F)ccc3c(N)c(C(=O)NC4CC4)nnc23)c1,3.47,,,,,,,,,
COc1ccc(OC)c(-c2cccc3c(N)c(C(=O)NC(C)C)nnc23)c1,3.65,,,,,,,,,
COc1ccc(OC)c(-c2cccc3c(N)c(C(=O)NC4(C)CCC4)nnc23)c1,4.48,,,,,,,,,
COc1ccc(OC)c(CNC(=O)c2cccnc2Oc2ccccc2)c1,3.52,,,,,,99.8,,,43.5
COc1ccc(OC)c(CNc2[nH]nc3cccc(Oc4ccc(S(C)(=O)=O)cc4)c23)c1,3.71,,,,,,,,,103.0
COc1ccc(OC)c(CNc2n[nH]c3ccnc(Oc4ccccc4)c23)c1,4.25,,,,,,98.58,,,
COc1ccc(Oc2cccc(CN3CCCC(n4cc(C)c(=O)[nH]c4=O)C3)c2)cc1,3.17,,,,,,,,,
COc1ccc(Oc2ncccc2C(=O)NCc2ccccc2Cl)cc1,3.59,,,,,,,,,
COc1ccc(S(=O)(=O)N2CCC[C@H](n3cc(C)c(=O)[nH]c3=O)C2)cc1Oc1cccc(Cl)c1,2.73,,,,,,97.49,,,
COc1ccc(S(=O)(=O)NC(=O)N2CCC(N3CCC(Oc4ccc(Cl)c(Cl)c4)CC3)CC2)cc1,1.39,,,,,,98.73,,,3.0
COc1ccc(S(=O)(=O)NCC(c2ccccc2)N2CCCCCC2)cc1,3.13,,,,,,,,,
COc1ccc(S(=O)(=O)Nc2ccc(/C=C/C(=O)Nc3ccccc3N)cc2)cc1OC,2.56,,,,,,,,,
COc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0.87,,,,,,,,,
COc1ccc(Sc2c(C)n(CC(=O)O)c3ccc(C)cc23)cc1,1.01,,,,,,,,,3.0
COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,1.99,-3.16,,-4.4043612,,,75.97,5.6,79.665,43.65
COc1ccc([C@]2(C#N)CC[C@@H](C(=O)O)CC2)cc1OC1CCCC1,0.76,,,,,,,7.9,,13.0
COc1ccc2[nH]c(C(=O)N3CCN(C)CC3)cc2c1,1.62,,,,,,,,,
COc1ccc2[nH]c3c(c2c1)CN(C(=O)[C@@H]1CCCC[C@H]1C(=O)NC1(C#N)CC1)CC3,2.4,,,,,,,,,
COc1ccc2c(C)cc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,1.72,,,,,,,,,
COc1ccc2c(C)cc(N[C@H]3CCC[C@H](NCc4cccc(OC(F)(F)F)c4)C3)nc2c1,3.61,,,,,,,,,
COc1ccc2c(C)cc(N[C@H]3CC[C@H](NCc4cn(C)c5ccccc45)C3)nc2c1,2.53,,,,,,,,,
COc1ccc2c(C)nc(NC(=N)N)nc2c1,-0.51,,,,,,78.79,,,
COc1ccc2c(Oc3ccc(CC(=O)Nc4cn(C)nc4C)c(OC)c3)ccnc2c1,3.5,,,,,,98.89,,23.44,24.55
COc1ccc2c(Oc3ccc(CC(=O)Nc4n[nH]c(C)c4C)c(OC)c3)ccnc2c1,3.78,,,,,,,,,
COc1ccc2c(c1)C(c1ccccc1)=NC(NC(=O)c1ccccc1OC)C(=O)N2,3.8,,,,,,,,,
COc1ccc2c(c1)N(CCN1CCC(NCc3cc4c(cn3)OCCO4)CC1)C(=O)CO2,1.24,,,,,,82.39,,,
COc1ccc2c(c1)N(CCN1CCC(NCc3cc4c(cn3)OCCO4)CC1)C(=O)CS2,1.78,,,,,,90.52,,,
COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CC2,0.66,,,,,,95.82,,,
COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)CO2,0.87,,,,,,88.82,,,
COc1ccc2c(c1)N(CCN1CCC(NCc3ccc4c(n3)NC(=O)CO4)CC1)C(=O)OC2,0.5,,,,,,74.25,,,
COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2,2.99,,,,,,,30.0,,
COc1ccc2c(c1)[nH]c1c(C)nccc12,2.9,-4.48,,,,,,,,
COc1ccc2c(c1)c(CC(=O)O)c(C)n2-c1ccnc2cc(Cl)ccc12,1.68,,,,,,99.01,,,3.0
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,0.8,-1.52,,-4.2800002,,,,,,
COc1ccc2cc(C(C)C(=O)O)ccc2c1,0.23,-3.29,,,,,99.7,,,
COc1ccc2cc(CCC(C)=O)ccc2c1,3.06,-1.46,,,,,,,,
COc1ccc2cc([C@H](C)C(=O)O)ccc2c1,0.13,-4.5,-10.21,-4.6599998,,,,,,3.0
COc1ccc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,1.31,,,,,,69.12,,,
COc1ccc2ccc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,1.16,,,,,,68.63,,,
COc1ccc2nc(C)cc(-n3cc(CN4CCN(C(C)=O)CC4)nn3)c2c1,1.3,,,,,,,,5.13,
COc1ccc2nc(C)cc(-n3cc(CNC(C)=O)nn3)c2c1,1.6,,,,,,,,6.76,7.08
COc1ccc2nc(C)cc(N3CC(CNC(=O)C4CC4)OC3=O)c2c1,1.55,,,,,,67.63,,,8.91
COc1ccc2nc(C)cc(OCC(=O)NCc3ccccc3)c2c1,3.2,,,,,,,,120.23,150.0
COc1ccc2nc(C)cc(OCC(=O)Nc3ccccc3OC)c2c1,3.9,,,,,,,,150.0,
COc1ccc2nc(NC(=O)CCc3ccc(OC)c(OC)c3)sc2c1,3.57,,,,,,99.94,,150.0,104.71
COc1ccc2nc(N[C@H]3CCC[C@H](NCc4ccsc4)C3)cc(C)c2c1,2.41,,,,,,,,,
COc1ccc2nc(N[C@H]3CCC[C@H](NCc4ccsc4)C3)ccc2c1,2.43,,,,,,,,,
COc1ccc2nc3ccccc3c(N)c2c1,1.0,,,,,,,,,
COc1ccc2ncc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2c1,0.93,,,,,,,,150.0,
COc1ccc2ncc(=O)n(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,0.83,,,,,,53.45,,,
COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](F)C3)c2c1,0.83,,,,,,,,,
COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](O)C3)c2c1,0.37,,,,,,94.68,,,
COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@@H](OC)C3)c2c1,0.51,,,,,,71.99,,,
COc1ccc2ncc(=O)n(CCN3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)[C@H](OC)C3)c2c1,0.97,,,,,,82.05,,,
COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4cc5c(cn4)OCCO5)[C@@H](OC)C3)c2c1,1.25,,,,,,83.37,,,
COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4cc5c(cn4)OCCO5)[C@H](O)C3)c2c1,0.77,,,,,,80.65,,,
COc1ccc2ncc(=O)n(CCN3CC[C@H](NCc4ccc5c(n4)NC(=O)CO5)[C@H](O)C3)c2c1,0.39,,,,,,86.32,,,
COc1ccc2ncc(C#N)c(CCN3CCC(NCc4cc5c(cn4)OCS5)CC3)c2c1,2.55,,,,,,91.1,,72.44,
COc1ccc2ncc(F)c(CCN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1,1.46,,,,,,82.72,,,
COc1ccc2ncc(F)c(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2n1,1.78,,,,,,,,,
COc1cccc(-c2cc3c(N[C@H]4CCCNC4)ncc(C(N)=O)c3s2)c1,1.82,,,,,,95.63,,,
COc1cccc(-c2ccc(/C=C3\SC(=S)N([C@@H](Cc4ccccc4)C(=O)O)C3=O)cn2)c1OC,1.5,,,,,,,,,
COc1cccc(/C=C2\SC(=O)NC2=O)c1N1CCC[C@@H](N)C1,1.27,,,,,,91.64,,,
COc1cccc(C(=O)N2CCC(n3c(=O)[nH]c4ccccc43)CC2)c1,2.65,,,,,,,,,
COc1cccc(C(=O)NCCCOc2cccc3ccc(N)nc23)c1,2.46,,,,,,,,,
COc1cccc(C(=O)Nc2ccc(C)c(-n3cnc4ccc(N5CCN(C)CC5)cc4c3=O)c2)c1,3.08,,,,,,,,,16.0
COc1cccc(C(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)N2CCNCC2)c1,3.1,,,,,,,,,
COc1cccc(CNCc2cccc(CCNC[C@H](O)c3ccc(O)c4[nH]c(=O)sc34)c2)c1,0.91,,,,,,86.32,,,35.0
COc1cccc(CNc2nc(NC(C)C)nc3ccsc23)c1OC,3.7,,,,,,99.73,,150.0,112.2
COc1cccc(N(C)c2ccnc(Nc3cc(N4CCOCC4)cc(N4CCOCC4)c3)n2)n1,3.37,,,,,,,,,
COc1cccc(NC(=O)CC23CC4CC(CC(C4)C2)C3)c1C,4.21,,,,,,,,,150.0
COc1cccc(NC(=O)c2cccc(Cc3c(C)nn(CCO)c3-c3ccccc3)c2)c1,4.29,,,,,,,,,146.0
COc1cccc(Nc2c(C(N)=O)cnc3c(C)cc(S(=O)(=O)c4cccc(C(=O)N(C)C)c4)cc23)c1,2.69,,,,,,,,75.025,150.0
COc1cccc(Nc2nc(NCC3CCCO3)c3ccccc3n2)c1,3.9,,,,,,,,150.0,112.2
COc1cccc(Nc2ncnc3cc(OC)c(OC)cc23)c1,3.1,,,,,,,,,
COc1cccc(Nc2nnc(C(=O)Nc3ccc(N4CCOCC4)nc3)o2)c1,2.8,,,,,,,,,
COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1,-0.27,,,,,,,,,
COc1cccc(Oc2cncnc2O)c1,0.59,,,,,,,,,3.0
COc1cccc(S(=O)(=O)c2c(C)n(CC(=O)O)c3ccc(C)cc23)c1,-0.42,,,,,,99.37,,,3.0
COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC,1.7,,,,,,34.94,,,
COc1cccc2[nH]ncc12,2.1,,,,,,,,,
COc1cccc2c(O)cc(-c3ccccc3)nc12,2.3,,,,,,,,,
COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)C(C)(C)O)c1,2.09,,,,,,98.67,,32.5,50.0
COc1cccc2c1c(NS(=O)(=O)c1ccc(Cl)s1)nn2Cc1cccc(CNC(=O)[C@@H]2COCCN2)c1,1.61,,,,,,98.4,,20.0,40.5
COc1cccc2sc(NC(=O)c3ccccc3)nc12,3.96,,,,,,,,16.0,74.0
COc1ccccc1-c1coc2cc(O)ccc2c1=O,2.55,,,,,,,,,
COc1ccccc1-c1nnc(N)[nH]1,0.91,,,,,,,,,
COc1ccccc1C(=O)NCC12CC3CC(CC(C3)C1)C2,4.43,,,,,,,,,
COc1ccccc1C(C#N)NC(=O)[C@@H]1CCCC[C@H]1C(=O)N1CCN(Cc2ccc(F)cc2)CC1,3.57,,,,,,94.9,,,127.0
COc1ccccc1CCNCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,0.82,,,,,,,,29.0,19.0
COc1ccccc1CN(C)Cc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,1.52,,,,,,,,33.0,45.0
COc1ccccc1CN1C(=O)c2ccccc2C1C(=O)NC1CCC(C)CC1,3.74,,,,,,,,150.0,150.0
COc1ccccc1CNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,0.87,,,,,,,,,
COc1ccccc1CNC(=O)c1ccc2cnccc2n1,1.8,,,,,,,,,
COc1ccccc1CNCCc1cccc(CCNC[C@H](O)c2ccc(O)c3[nH]c(=O)sc23)c1,0.91,,,,,,,,,56.0
