,chembl,indication,passed_phase_1,passed_phase_2,passed_phase_3,smiles
18432,CHEMBL3545252,HP_0012378,True,True,False,CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C.O.O.O
18434,CHEMBL796,HP_0012378,True,True,Unknown,COC(=O)C(c1ccccc1)C1CCCCN1
18436,CHEMBL70,EFO_0009727,True,True,Unknown,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
18438,CHEMBL688,EFO_0009727,True,True,Unknown,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O
18440,CHEMBL35,EFO_0009840,True,True,False,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl
18441,CHEMBL2062257,EFO_0003822,True,True,False,Brc1c(NC2=NCCN2)ccc2nccnc12.O=C(O)C(O)C(O)C(=O)O
18444,CHEMBL787,EFO_0009715,True,True,False,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1
18445,CHEMBL1373,HP_0012378,True,True,False,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1
18446,CHEMBL1568698,MONDO_0001734,True,True,Unknown,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C
18447,CHEMBL1568698,MONDO_0100039,True,True,Unknown,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@](C)(O)CC[C@]4(C)[C@H]3CC[C@]12C
18449,CHEMBL312443,MONDO_0007113,True,True,False,Oc1noc2c1CCNC2
18451,CHEMBL1513,MONDO_0012833,True,True,False,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
18452,CHEMBL193,MONDO_0012511,True,True,Unknown,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
18453,CHEMBL27810,MONDO_0020066,True,True,Unknown,CCN(CC)C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1
18454,CHEMBL112,EFO_0004209,True,True,Unknown,CC(=O)Nc1ccc(O)cc1
18455,CHEMBL89598,MONDO_0001734,True,True,Unknown,C=CC(N)CCC(=O)O
18457,CHEMBL1144,MONDO_0012833,True,True,False,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21
18458,CHEMBL656,EFO_0004209,True,True,Unknown,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
18459,CHEMBL191,MONDO_0007947,True,True,Unknown,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
18460,CHEMBL1139,MONDO_0012833,True,True,False,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2O/C(=C\CCCC(=O)O)C[C@@H]21
18461,CHEMBL300138,MONDO_0020066,True,True,False,Cn1cc(C2=C(c3cn(C4CCN(Cc5ccccn5)CC4)c4ccccc34)C(=O)NC2=O)c2ccccc21
18462,CHEMBL413,Orphanet_122,True,True,False,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
18463,CHEMBL434394,MONDO_0007947,True,True,Unknown,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1
18464,CHEMBL2103855,EFO_1000852,True,True,False,Cc1ccn(-c2cc(Cl)ccc2[C@@H](Oc2cc(-c3ccc(C[C@H](N)C(=O)O)cc3)nc(N)n2)C(F)(F)F)n1
18465,CHEMBL386630,EFO_1001006,True,True,True,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
18466,CHEMBL521,EFO_0004209,True,True,Unknown,CC(C)Cc1ccc(C(C)C(=O)O)cc1
18467,CHEMBL1908360,MONDO_0001734,True,True,True,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OCCO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C
18468,CHEMBL2105648,MONDO_0007606,True,True,Unknown,CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21
18469,CHEMBL995,MONDO_0007947,True,True,False,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[n-]n2)cc1.[K+]
18470,CHEMBL24,MONDO_0007947,True,True,Unknown,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
18471,CHEMBL1201212,HP_0001541,True,True,Unknown,COc1ccc(OC)c(C(O)CNC(=O)CN)c1
18472,CHEMBL2107777,HP_0001541,True,True,False,CCOc1ccc2c(c1)[C@]1(CC[C@H](CCN3CCOCC3)CC1)C(=O)N2S(=O)(=O)c1ccc(C(=O)NC(C)(C)C)cc1OC
18474,CHEMBL27,HP_0001541,True,True,Unknown,CC(C)NCC(O)COc1cccc2ccccc12
18475,CHEMBL118,EFO_0001072,True,True,Unknown,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1
18476,CHEMBL103,EFO_0001072,True,True,False,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
18477,CHEMBL79,EFO_0004273,True,True,Unknown,CCN(CC)CC(=O)Nc1c(C)cccc1C
18478,CHEMBL940,EFO_0004273,True,True,False,NCC1(CC(=O)O)CCCCC1
18479,CHEMBL997,EFO_0004259,True,True,False,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
18481,CHEMBL742,EFO_0007490,True,True,Unknown,CNC1(c2ccccc2Cl)CCCCC1=O
18482,CHEMBL25,EFO_0004259,True,True,Unknown,CC(=O)Oc1ccccc1C(=O)O
18483,CHEMBL997,EFO_0004260,True,True,True,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
18484,CHEMBL70,EFO_0004273,True,True,False,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
18485,CHEMBL112,EFO_0004273,True,True,Unknown,CC(=O)Nc1ccc(O)cc1
18486,CHEMBL134,EFO_0004273,True,True,False,Clc1cccc(Cl)c1N=C1NCCN1
18487,CHEMBL924,EFO_0004260,True,True,True,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O
18489,CHEMBL924,EFO_0004259,True,True,False,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O
18490,CHEMBL877,EFO_1000350,True,True,False,NC[C@H]1CC[C@H](C(=O)O)CC1
18494,CHEMBL997,EFO_0003820,True,True,False,CCCCCN(C)CCC(O)(P(=O)(O)O)P(=O)(O)O
18496,CHEMBL651,EFO_0004273,True,True,False,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1
18497,CHEMBL103,EFO_0004260,True,True,False,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
18498,CHEMBL877,EFO_0004273,True,True,Unknown,NC[C@H]1CC[C@H](C(=O)O)CC1
18499,CHEMBL389621,EFO_1001818,True,True,False,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO
18501,CHEMBL717,EFO_0004260,True,True,False,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
18502,CHEMBL924,EFO_0003820,True,True,False,O=P(O)(O)C(O)(Cn1ccnc1)P(=O)(O)O
18503,CHEMBL1467,HP_0001298,True,True,Unknown,Oc1ncnc2[nH]ncc12
18504,CHEMBL701,EFO_1000632,True,True,True,NCC(CC(=O)O)c1ccc(Cl)cc1
18505,CHEMBL3137326,EFO_1000632,True,True,False,[2H]C([2H])([2H])Oc1cc2c(cc1OC([2H])([2H])[2H])C1CC(=O)C(CC(C)C)CN1CC2
18506,CHEMBL569713,EFO_1000632,True,True,Unknown,CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21
18507,CHEMBL117785,EFO_1000632,True,True,False,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2
18510,CHEMBL1624,MONDO_0018612,True,True,True,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
18511,CHEMBL1624,EFO_0004705,True,True,True,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O
18512,CHEMBL1544,EFO_0004705,True,True,True,N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
18515,CHEMBL1231,MONDO_0024290,True,True,False,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
18516,CHEMBL41,MONDO_0024290,True,True,Unknown,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1
18517,CHEMBL1016,EFO_0003896,True,True,Unknown,CCOc1nc2cccc(C(=O)O)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
18518,CHEMBL723,EFO_0003896,True,True,False,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
18519,CHEMBL1237,EFO_0003896,True,True,False,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
18520,CHEMBL995,EFO_0003896,True,True,False,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[n-]n2)cc1.[K+]
18521,CHEMBL191,EFO_0003896,True,True,False,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1
18522,CHEMBL1639,EFO_0003896,True,True,False,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC
18523,CHEMBL1200622,EFO_0003896,True,True,False,C[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C(C)(C)O
18524,CHEMBL24,EFO_0003896,True,True,Unknown,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1
18525,CHEMBL897,EFO_1000025,True,True,Unknown,CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1
18526,CHEMBL3989954,EFO_1000869,True,True,Unknown,C=C1CC[C@H]2[C@H](CN)[C@@H]([C@@]3(C)CC[C@H](O)C[C@@H]3CO)CC[C@]12C
18527,CHEMBL2095212,EFO_1000869,True,True,False,Nc1nc(CC(=O)Nc2ccc(CCNC[C@H](O)c3ccccc3)cc2)cs1
18528,CHEMBL836,MONDO_0024647,True,True,Unknown,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1
18529,CHEMBL24778,MONDO_0024647,True,True,Unknown,C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)NCCOc1ccccc1OCC(F)(F)F
18530,CHEMBL193240,HP_0002110,True,True,False,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1
18531,CHEMBL1256786,HP_0002110,True,True,False,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1
18532,CHEMBL1200500,HP_0002110,True,True,False,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@@]21C
18533,CHEMBL3900409,HP_0002110,True,True,Unknown,Cn1c(=O)oc2ccc(-c3ccc(C[C@@H](C#N)NC(=O)[C@@H]4CNCCCO4)cc3)cc21
18534,CHEMBL3989798,HP_0002110,True,True,False,COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1.COc1ccc(CC(C)NCC(O)c2ccc(O)c(NC=O)c2)cc1.O.O.O=C(O)/C=C/C(=O)O
18535,CHEMBL111,HP_0001824,True,True,False,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1
18536,CHEMBL1509,HP_0100607,True,True,False,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12
18537,CHEMBL521,HP_0100607,True,True,True,CC(C)Cc1ccc(C(C)C(=O)O)cc1
18538,CHEMBL1531,HP_0100607,True,True,False,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC
18539,CHEMBL154,HP_0100607,True,True,True,COc1ccc2cc([C@H](C)C(=O)O)ccc2c1
18540,CHEMBL135,HP_0100607,True,True,False,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
18541,CHEMBL1389,HP_0100607,True,True,False,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
18543,CHEMBL1200806,HP_0100607,True,True,True,COc1ccc2cc([C@H](C)C(=O)[O-])ccc2c1.[Na+]
18544,CHEMBL1511,HP_0100607,True,True,False,CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C
18546,CHEMBL113,HP_0100607,True,True,Unknown,Cn1c(=O)c2c(ncn2C)n(C)c1=O
18547,CHEMBL277474,HP_0100607,True,True,Unknown,Cc1cc(=O)n(-c2ccccc2)n1C
18548,CHEMBL569713,HP_0100607,True,True,Unknown,CN1[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21
18549,CHEMBL416146,HP_0100607,True,True,Unknown,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1
18550,CHEMBL691,HP_0100607,True,True,False,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
18551,CHEMBL112,HP_0100607,True,True,True,CC(=O)Nc1ccc(O)cc1
18552,CHEMBL1162,HP_0100607,True,True,False,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
18553,CHEMBL42,EFO_0003852,True,True,False,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
18554,CHEMBL85,EFO_0003852,True,True,False,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
18555,CHEMBL715,EFO_0003852,True,True,False,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
18557,CHEMBL1536,HP_0002901,True,True,Unknown,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C
18558,CHEMBL19019,EFO_0010702,True,True,Unknown,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
18560,CHEMBL511142,EFO_0010702,True,True,True,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
18561,CHEMBL80,EFO_0010702,True,True,Unknown,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
18569,CHEMBL1231,HP_0000011,True,True,Unknown,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
18570,CHEMBL1201764,HP_0000011,True,True,Unknown,CC(C)C(=O)Oc1ccc(CO)cc1[C@H](CCN(C(C)C)C(C)C)c1ccccc1
18571,CHEMBL709,HP_0000011,True,True,False,COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC
18573,CHEMBL386630,EFO_0004234,True,True,False,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
18574,CHEMBL1520,EFO_0004234,True,True,True,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12
18575,CHEMBL1737,EFO_0004234,True,True,True,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12.O=C(O)CC(O)(CC(=O)O)C(=O)O
18576,CHEMBL2103849,EFO_0004234,True,True,False,CCCOc1ccc(S(=O)(=O)NCCC2CCCN2C)cc1-c1nc2c(CCC)nn(C)c2c(=O)[nH]1
18577,CHEMBL2110900,EFO_0004234,True,True,False,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1
18578,CHEMBL1963681,EFO_0004234,True,True,True,COc1ccc(C/N=c2\[nH]c(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl
18580,CHEMBL779,EFO_0004234,True,True,True,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O
18583,CHEMBL192,EFO_0004234,True,True,True,CCCc1nn(C)c2c(O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12
18585,CHEMBL2107777,EFO_1000982,True,True,False,CCOc1ccc2c(c1)[C@]1(CC[C@H](CCN3CCOCC3)CC1)C(=O)N2S(=O)(=O)c1ccc(C(=O)NC(C)(C)C)cc1OC
18586,CHEMBL344159,EFO_1000982,True,True,Unknown,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1
18588,CHEMBL49429,HP_0002902,True,True,Unknown,Cc1ccc(F)cc1C(=O)Nc1ccc(C(=O)N2Cc3cccn3Cc3ccccc32)c(Cl)c1
18589,CHEMBL1201108,HP_0002902,True,True,False,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2.Cl
18591,CHEMBL1755,HP_0002902,True,True,Unknown,Cc1nc2c([nH]1)CCN(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)c1ccccc1-2
18594,CHEMBL2107777,HP_0002902,True,True,False,CCOc1ccc2c(c1)[C@]1(CC[C@H](CCN3CCOCC3)CC1)C(=O)N2S(=O)(=O)c1ccc(C(=O)NC(C)(C)C)cc1OC
18596,CHEMBL344159,HP_0002902,True,True,True,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1
18604,CHEMBL723,HP_0012594,True,True,False,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12
18605,CHEMBL1168,EFO_0004285,True,True,False,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21
18606,CHEMBL1200622,EFO_0004285,True,True,False,C[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C)C(C)(C)O
18607,CHEMBL1513,HP_0012594,True,True,False,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
18608,CHEMBL1237,HP_0012594,True,True,False,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
18609,CHEMBL13,HP_0012594,True,True,False,COCCc1ccc(OCC(O)CNC(C)C)cc1
18610,CHEMBL111,HP_0012594,True,True,False,Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1
18611,CHEMBL1017,EFO_0004285,True,True,False,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1
18612,CHEMBL113,HP_0002104,True,True,True,Cn1c(=O)c2c(ncn2C)n(C)c1=O
18613,CHEMBL1200569,HP_0002104,True,True,False,Cn1c(=O)c2c(ncn2C)n(C)c1=O.O=C(O)CC(O)(CC(=O)O)C(=O)O
18618,CHEMBL20,HP_0002104,True,True,False,CC(=O)Nc1nnc(S(N)(=O)=O)s1
18621,CHEMBL49,HP_0002104,True,True,False,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1
18624,CHEMBL4068611,EFO_1000797,True,True,Unknown,Cn1cc(S(=O)(=O)N2CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@]3(C(=O)c3cc(C(F)(F)F)ccn3)C2)cn1
18625,CHEMBL295698,EFO_1001110,True,True,Unknown,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
18626,CHEMBL295698,EFO_0003099,True,True,True,CC(=O)N1CCN(c2ccc(OC[C@@H]3CO[C@@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
18628,CHEMBL4068611,EFO_0003099,True,True,Unknown,Cn1cc(S(=O)(=O)N2CCC3=Cc4c(cnn4-c4ccc(F)cc4)C[C@]3(C(=O)c3cc(C(F)(F)F)ccn3)C2)cn1
18629,CHEMBL1276308,EFO_1001110,True,True,Unknown,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
18632,CHEMBL1276308,EFO_0003099,True,True,True,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C
18634,CHEMBL538867,MONDO_0007187,True,True,False,CC1=C2C[C@H]3[C@@H](CC[C@@H]4C[C@H](NS(C)(=O)=O)CC[C@]34C)[C@@H]2CC[C@@]2(C1)O[C@@H]1C[C@H](C)CN[C@H]1[C@H]2C
18635,CHEMBL25,MONDO_0021108,True,True,Unknown,CC(=O)Oc1ccccc1C(=O)O
18637,CHEMBL86,EFO_1000949,True,True,False,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC
18638,CHEMBL1431,MONDO_0017975,True,True,Unknown,CN(C)C(=N)NC(=N)N
18639,CHEMBL1533,EFO_0010269,True,True,Unknown,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CCCC[C@@H]4[C@H]3C(=C)C[C@@]21CC
18640,CHEMBL185,EFO_1000910,True,True,Unknown,O=c1[nH]cc(F)c(=O)[nH]1
18641,CHEMBL2105395,EFO_0000512,True,True,False,OCCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1
18642,CHEMBL547,EFO_1000910,True,True,Unknown,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
18643,CHEMBL135,MONDO_0001410,True,True,False,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
18645,CHEMBL193,EFO_0007442,True,True,Unknown,COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]
18646,CHEMBL691,EFO_0010269,True,True,Unknown,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C
18647,CHEMBL103,EFO_0010269,True,True,True,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
18648,CHEMBL134,EFO_0007355,True,True,Unknown,Clc1cccc(Cl)c1N=C1NCCN1
18649,CHEMBL1282,MONDO_0022394,True,True,Unknown,CC(C)Cn1cnc2c(N)nc3ccccc3c21
18651,CHEMBL103,EFO_1001491,True,True,False,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
18652,CHEMBL1399,EFO_1001006,True,True,Unknown,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
18653,CHEMBL877,EFO_0007440,True,True,Unknown,NC[C@H]1CC[C@H](C(=O)O)CC1
18654,CHEMBL877,EFO_0007442,True,True,False,NC[C@H]1CC[C@H](C(=O)O)CC1
18656,CHEMBL135,EFO_0010269,True,True,Unknown,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O
18657,CHEMBL294199,EFO_0009387,True,True,False,COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O
18659,CHEMBL1456,EFO_0007196,True,True,False,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2
18660,CHEMBL877,HP_0003040,True,True,False,NC[C@H]1CC[C@H](C(=O)O)CC1
18661,CHEMBL2021430,HP_0003040,True,True,Unknown,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+]
18662,CHEMBL1201302,HP_0003040,True,True,Unknown,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)(O)O
18663,CHEMBL122,HP_0003040,True,True,False,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1
18664,CHEMBL1077896,HP_0003470,True,True,Unknown,CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C
18665,CHEMBL571,MONDO_0002471,True,True,Unknown,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1
18666,CHEMBL384467,MONDO_0002471,True,True,True,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO
18667,CHEMBL1201776,EFO_1000999,True,True,Unknown,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C
18668,CHEMBL1581,MONDO_0007947,True,True,False,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC
18671,CHEMBL656,EFO_1000999,True,True,Unknown,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
18674,CHEMBL1639,MONDO_0007947,True,True,False,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC
